Coefficient,Nodes,Trial,Epsilon,Seed,GroundTruth_MIS,Greedy_MIS,Size_S,Oracle_MIS,Improvement
1,25000,0,0.025,0,12588,12588,25000,12588,0
1,25000,0,0.05,0,12588,12588,24997,12587,-1
1,25000,0,0.075,0,12588,12588,24993,12587,-1
1,25000,0,0.1,0,12588,12588,24956,12583,-5
1,25000,0,0.125,0,12588,12588,24827,12581,-7
1,25000,0,0.15,0,12588,12588,24605,12576,-12
1,25000,0,0.175,0,12588,12588,23907,12568,-20
1,25000,0,0.2,0,12588,12588,23143,12558,-30
1,25000,0,0.225,0,12588,12588,22045,12534,-54
1,25000,0,0.25,0,12588,12588,20460,12508,-80
1,25000,1,0.025,42,12599,12599,24999,12599,0
1,25000,1,0.05,42,12599,12599,24999,12599,0
1,25000,1,0.075,42,12599,12599,24993,12598,-1
1,25000,1,0.1,42,12599,12599,24958,12597,-2
1,25000,1,0.125,42,12599,12599,24837,12595,-4
1,25000,1,0.15,42,12599,12599,24622,12592,-7
1,25000,1,0.175,42,12599,12599,23911,12582,-17
1,25000,1,0.2,42,12599,12599,23138,12577,-22
1,25000,1,0.225,42,12599,12599,22068,12564,-35
1,25000,1,0.25,42,12599,12599,20426,12532,-67
1,25000,2,0.025,84,12588,12588,25000,12588,0
1,25000,2,0.05,84,12588,12588,24997,12587,-1
1,25000,2,0.075,84,12588,12588,24985,12587,-1
1,25000,2,0.1,84,12588,12588,24946,12587,-1
1,25000,2,0.125,84,12588,12588,24851,12584,-4
1,25000,2,0.15,84,12588,12588,24669,12583,-5
1,25000,2,0.175,84,12588,12588,24002,12574,-14
1,25000,2,0.2,84,12588,12588,23184,12571,-17
1,25000,2,0.225,84,12588,12588,22214,12557,-31
1,25000,2,0.25,84,12588,12588,20575,12522,-66
1,25000,3,0.025,126,12598,12598,25000,12598,0
1,25000,3,0.05,126,12598,12598,24997,12598,0
1,25000,3,0.075,126,12598,12598,24993,12598,0
1,25000,3,0.1,126,12598,12598,24947,12595,-3
1,25000,3,0.125,126,12598,12598,24848,12593,-5
4,25000,0,0.025,0,12500,12290,25000,12290,0
4,25000,0,0.05,0,12500,12290,25000,12290,0
1,25000,3,0.15,126,12598,12598,24614,12596,-2
4,25000,0,0.075,0,12500,12290,25000,12290,0
4,25000,0,0.1,0,12500,12290,24996,12286,-4
1,25000,3,0.175,126,12598,12598,23846,12578,-20
4,25000,0,0.125,0,12500,12290,24928,12190,-100
4,25000,0,0.15,0,12500,12290,24582,11942,-348
4,25000,0,0.175,0,12500,12290,23361,12467,177
1,25000,3,0.2,126,12598,12598,23048,12578,-20
4,25000,0,0.2,0,12500,12290,21050,12496,206
4,25000,0,0.225,0,12500,12290,18140,12498,208
1,25000,3,0.225,126,12598,12598,21972,12561,-37
4,25000,0,0.25,0,12500,12290,15379,12494,204
4,25000,1,0.025,42,12500,12362,25000,12362,0
4,25000,1,0.05,42,12500,12362,25000,12362,0
1,25000,3,0.25,126,12598,12598,20356,12528,-70
4,25000,1,0.075,42,12500,12362,25000,12362,0
4,25000,1,0.1,42,12500,12362,24992,12355,-7
1,25000,4,0.025,168,12579,12573,25000,12573,0
4,25000,1,0.125,42,12500,12362,24925,12219,-143
4,25000,1,0.15,42,12500,12362,24605,11757,-605
1,25000,4,0.05,168,12579,12573,24997,12571,-2
4,25000,1,0.175,42,12500,12362,23290,12451,89
4,25000,1,0.2,42,12500,12362,20994,12497,135
4,25000,1,0.225,42,12500,12362,17856,12500,138
1,25000,4,0.075,168,12579,12573,24979,12555,-18
4,25000,1,0.25,42,12500,12362,15293,12499,137
4,25000,2,0.025,84,12500,12357,25000,12357,0
1,25000,4,0.1,168,12579,12573,24933,12513,-60
4,25000,2,0.05,84,12500,12357,25000,12357,0
4,25000,2,0.075,84,12500,12357,25000,12357,0
4,25000,2,0.1,84,12500,12357,24994,12351,-6
1,25000,4,0.125,168,12579,12573,24801,12397,-176
4,25000,2,0.125,84,12500,12357,24922,12272,-85
4,25000,2,0.15,84,12500,12357,24622,11804,-553
1,25000,4,0.15,168,12579,12573,24551,12163,-410
4,25000,2,0.175,84,12500,12357,23291,12444,87
4,25000,2,0.2,84,12500,12357,21001,12500,143
1,25000,4,0.175,168,12579,12573,24046,11717,-856
4,25000,2,0.225,84,12500,12357,17862,12499,142
4,25000,2,0.25,84,12500,12357,15318,12497,140
1,25000,4,0.2,168,12579,12573,22827,10740,-1833
4,25000,3,0.025,126,12500,12307,25000,12307,0
4,25000,3,0.05,126,12500,12307,25000,12307,0
1,25000,4,0.225,168,12579,12573,21677,12532,-41
4,25000,3,0.075,126,12500,12307,25000,12307,0
4,25000,3,0.1,126,12500,12307,24995,12302,-5
1,25000,4,0.25,168,12579,12573,20011,12504,-69
4,25000,3,0.125,126,12500,12307,24947,12250,-57
4,25000,3,0.15,126,12500,12307,24627,11824,-483
2,25000,0,0.025,0,12500,12213,25000,12213,0
4,25000,3,0.175,126,12500,12307,23399,12459,152
4,25000,3,0.2,126,12500,12307,21159,12498,191
2,25000,0,0.05,0,12500,12213,25000,12213,0
4,25000,3,0.225,126,12500,12307,18021,12497,190
4,25000,3,0.25,126,12500,12307,15355,12500,193
2,25000,0,0.075,0,12500,12213,24999,12212,-1
4,25000,4,0.025,168,12500,12312,25000,12312,0
4,25000,4,0.05,168,12500,12312,25000,12312,0
2,25000,0,0.1,0,12500,12213,24991,12204,-9
4,25000,4,0.075,168,12500,12312,25000,12312,0
4,25000,4,0.1,168,12500,12312,24992,12304,-8
2,25000,0,0.125,0,12500,12213,24937,12141,-72
4,25000,4,0.125,168,12500,12312,24914,12206,-106
2,25000,0,0.15,0,12500,12213,24698,11817,-396
4,25000,4,0.15,168,12500,12312,24523,11679,-633
4,25000,4,0.175,168,12500,12312,23267,12474,162
2,25000,0,0.175,0,12500,12213,24008,12201,-12
4,25000,4,0.2,168,12500,12312,20836,12492,180
4,25000,4,0.225,168,12500,12312,17664,12498,186
2,25000,0,0.2,0,12500,12213,22857,12205,-8
4,25000,4,0.25,168,12500,12312,15198,12499,187
5,25000,0,0.025,0,12500,12049,25000,12049,0
2,25000,0,0.225,0,12500,12213,20888,12457,244
5,25000,0,0.05,0,12500,12049,25000,12049,0
5,25000,0,0.075,0,12500,12049,25000,12049,0
2,25000,0,0.25,0,12500,12213,18586,12481,268
5,25000,0,0.1,0,12500,12049,24994,12049,0
5,25000,0,0.125,0,12500,12049,24921,12049,0
2,25000,1,0.025,42,12501,12268,25000,12268,0
5,25000,0,0.15,0,12500,12049,24491,12049,0
5,25000,0,0.175,0,12500,12049,22944,12485,436
2,25000,1,0.05,42,12501,12268,25000,12268,0
5,25000,0,0.2,0,12500,12049,20052,12500,451
5,25000,0,0.225,0,12500,12049,16786,12500,451
2,25000,1,0.075,42,12501,12268,24997,12263,-5
5,25000,0,0.25,0,12500,12049,14327,12500,451
5,25000,1,0.025,42,12500,12343,25000,12343,0
2,25000,1,0.1,42,12501,12268,24985,12252,-16
5,25000,1,0.05,42,12500,12343,25000,12343,0
5,25000,1,0.075,42,12500,12343,25000,12343,0
2,25000,1,0.125,42,12501,12268,24921,12180,-88
5,25000,1,0.1,42,12500,12343,24993,12336,-7
5,25000,1,0.125,42,12500,12343,24917,12210,-133
2,25000,1,0.15,42,12501,12268,24680,11824,-444
5,25000,1,0.15,42,12500,12343,24452,11466,-877
5,25000,1,0.175,42,12500,12343,22950,12486,143
2,25000,1,0.175,42,12501,12268,24000,12241,-27
5,25000,1,0.2,42,12500,12343,19926,12500,157
2,25000,1,0.2,42,12501,12268,22627,12242,-26
5,25000,1,0.225,42,12500,12343,16473,12498,155
5,25000,1,0.25,42,12500,12343,14214,12497,154
2,25000,1,0.225,42,12501,12268,20814,12469,201
5,25000,2,0.025,84,12500,12413,25000,12413,0
5,25000,2,0.05,84,12500,12413,25000,12413,0
